Age,Annual Income (k$),Spending Score (1-100),Cluster
55.27586206896552,47.62068965517241,41.70689655172414,0
32.875,86.1,81.525,1
25.769230769230774,26.115384615384613,74.84615384615384,2
26.73333333333333,54.31111111111112,40.91111111111111,3
44.38709677419355,89.77419354838709,18.483870967741932,4
